Sort,Latitude,Longitude,Sample Sites,Flow (cfs),Year,High_Low,Notes,DATE,TIME,D'/W',Depth(ft),Width(ft),Temp_C,Temp_F,pH,COND.,DO,TURB.,NH3,Hardness,Ca,Mg,Na,K,Alk,CI,FI,S,Nate,Nite,OP,TP,As,Ba,Cr,Cd,Cu,Fe,Pb,Mn,Hg,Ni,Se,Ag,Zn,E_Coli,Total_Coli,Fecal_Coli,BOD,TSS,
599,43.02743889,102.8340639,White River I,NA,1997,H,NA,6/10/97,10:51am,"3'4""/22'9""",3.3,22.8,19.82,67.676,8.16,810,3.88,266,,,,,85,,234,9,0.44,165,0.25,0.25,0.67,0.43,0.013,0.3,0.01,0,0.01,11,0.011,0.38,0.0007,0,,0,0.05,,,,,,
600,43.02743889,102.8340639,White River I,NA,1997,L,NA,10/1/97,10:10am,"13""/19'",1.1,19,12.27,54.086,9.19,90,5.96,37.4,,,,,99,,254,10,0.5,195,0,0,0.06,0.07,0.007,0.15,0,0,0,0.97,0,0.07,0,0,,0,0,,,,,,
601,43.02743889,102.8340639,White River I,NA,1998,H,NA,NA,NA,,,,,,,,,,,,,,75,,256,14,0.59,157,0,0,0.07,0.07,0.006,0.1,0,0,0,2.9,0.004,0.1,0,0,,0,0,,,,,,
603,43.02743889,102.8340639,White River I,NA,1999,H,NA,6/23/99,12:07pm,"1'8""/21'2""",1.7,21.2,21.1,69.98,7.97,974,8.53,177.6,,,,,109,,247,7,0.78,253,0,0.37,0.68,0.66,0.008,0.26,0,0,0,9.89,0.005,0.28,0.0003,0,0,0,0.04,,,,,,
605,43.02743889,102.8340639,White River I,NA,2000,H,NA,NA,NA,,,,,,,,,,,,,,119,,320,12,0.6,274,0.8,0,0.07,0.07,0.006,0.1,0,0.0005,0,0.84,0,0.06,0,0,0,0,0,,,,,,
606,43.02743889,102.8340639,White River I,NA,2000,L,NA,NA,NA,,,,,,,,,,,,,,80,,284,16,0.5,255,0,0.47,0.33,0.37,0.006,0.2,0,0,0.01,6.38,0.003,0.28,0,0,0,0,0.028,,,,,,
760,43.02743889,102.8340639,White River I,NA,2006,H,NA,5/22/06,10:18am,NA,0.6,18.5,20.5,68.918,8.13,630,6.11,95,nd,230,69,14,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,3,140,
761,43.02743889,102.8340639,White River I,NA,2006,H,NA,6/28/06,10:38am,NA,0.2,19,22.7,72.878,7.93,660,3.43,500,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520,NA,NA,
762,43.02743889,102.8340639,White River I,NA,2006,H,NA,11/8/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nd,26,8,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,nd,22,
967,43.02743889,102.8340639,White River I,NA,2003,L,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,230,20,0.66,178,,,0.06,0.14,0.01,0.36,,,0.01,10,0.007,0.33,,0.01,,,0.04,,,,,38,
968,43.02743889,102.8340639,White River I,NA,2004,L,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,300,14,0.4,,0.45,,0.03,0.04,0.007,0.19,,,,1.1,,0.02,,,,,,,,,,58,
1057,43.02743889,102.8340639,White River I,NA,2011,,NA,5/26/11,11:40am,NA,NA,NA,13.4,56.2,8.54,620.4,8.45,NA,NA,260,82,13,71,10,,11,,136,0.05,,0.03,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649,>2419.6,,nd,150,
1058,43.02743889,102.8340639,White River I,NA,2011,,NA,6/28/11,10:15am,NA,NA,NA,15,59,8.54,630.2,NA,NA,NA,260,79,16,97,12,,14,,198,0.05,,0.1,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,>2419.6,,<3,79,
1059,43.02743889,102.8340639,White River I,NA,2011,,NA,7/27/11,11:54am,NA,NA,NA,15.3,59.6,8.54,540.2,NA,NA,NA,240,76,12,87,12,,11,,142,0.3,,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488,>2419.6,,nd,61,
1060,43.02743889,102.8340639,White River I,NA,2011,,NA,8/18/11,10:40am,NA,NA,NA,17.3,63.2,8.04,520.7,6.43,NA,NA,220,67,14,85,10,,13,,149,0.05,,0.06,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,>2419.6,,3,31,
1061,43.02743889,102.8340639,White River I,NA,2011,,NA,9/22/11,11:00am,NA,NA,NA,10.7,51.2,8.72,758.8,8.79,NA,NA,220,65,14,70,11,,12,,153,0.4,,0.15,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,>2419.6,,6,10,
1062,43.02743889,102.8340639,White River I,NA,2011,,NA,10/25/11,11:00am,NA,NA,NA,7.1,44.8,8.67,759.5,7.51,NA,NA,180,54,11,76,11,,12,,154,0.3,,0.2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476,<4839.2,,6,280,
164,43.03405556,101.8507833,Corn Creek I,NA,1993,H,NA,6/23/93,8:47am,"2.5""/6'",0.2,6,16,60.8,,530,8.74,,,,,,82,,322,8,0.7,62,0.14,0,0.181,0.28,0,0.15,0,0.007,0,0.95,0,0.05,0,0,0.003,0,0.45, ,,,,,
165,43.03405556,101.8507833,Corn Creek I,NA,1993,L,NA,12/3/93,9:20am,"1'2""/8'",1.2,8,NA,NA,8.11,251,12.33,1.99,,,,,38,,222,4,0.53,17,0,0,0.035,0.205,0.014,0.1,0.1,0,0.008,0,0.12,0,0,0,0,0,0.005, ,,,,,
166,43.03405556,101.8507833,Corn Creek I,NA,1994,H,NA,,,,,,,,,,,,,,,,51,,248,12,0.58,32,0,0,0.065,0.101,0.016,0.14,0,,0,0.25,0,0.03,0,,,,0.17,,,,,,
167,43.03405556,101.8507833,Corn Creek I,NA,1994,H,NA,7/5/94,10:30am,"2'/2'2""",2,2.2,19.4,66.92,8.13,139,6.3,15.36,,,,,37,,220,18,0.47,30,0,0,0.037,0.075,0.012,0.15,0.012,,0,0.96,0,0.06,0,,,,0.15,,,,,,
168,43.03405556,101.8507833,Corn Creek I,NA,1995,H,NA,6/15/95,1:23pm,"10""/2'",0.8,2,NA,NA,,,,12.3,,,,,48,,264,7,0.6,48,0.14,0,0.085,0.155,0.015,0.112,0,,0,0.98,0,0.08,0,,,,,,,,,,
169,43.03405556,101.8507833,Corn Creek I,NA,1995,L,NA,10/11/95,12:05pm,"1'8""/2'5""",1.7,2.5,12.15,53.87,8.12,530,7.57,1,,,,,38,,226,6,0.49,30,0,0,0.06,0.07,0.011,0.21,0,,0,0.05,0,0.03,0,,,,0.06,,,,,,
170,43.03405556,101.8507833,Corn Creek I,NA,1996,H,NA,5/29/96,12:53pm,"1'1""/6'3""",1.1,6.3,14.76,58.568,9.78,659,7.7,8.8,,,,,60,,280,8,0.6,42,0,0,0.05,0.08,0,0.166,0,,0.011,0.13,0,0.04,0,,,,0.051,,,,,,
171,43.03405556,101.8507833,Corn Creek I,NA,1996,L,NA,10/1/96,2:00pm,"10""/3'3""",0.8,3.3,14.14,57.452,10.6,492,13.6,4.5,,,,,43,,212,3,0.4,21,0,0,0.01,0.04,0.015,0.222,0.007,,0.01,0.14,0,0,0,,,,0.036,,,,,,
173,43.03405556,101.8507833,Corn Creek I,NA,1997,L,NA,9/22/97,10:30am,"6""/3""",0.5,3,10.72,51.296,9.03,522,4.56,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,43.03405556,101.8507833,Corn Creek I,NA,1999,H,NA,8/16/99,5:27pm,"3'2""/2'10""",0.3,2.9,20.42,68.756,7.87,460,7.34,43.5,,,,,33,,216,3,0.6,24,0,0.11,0.23,0.25,0.014,0.17,0,0,0.01,2.48,0.002,0.12,0,0,0,0,0.01,,,,,,
178,43.03405556,101.8507833,Corn Creek I,NA,2000,H,NA,,,,,,,,,,,,,,,,34,,226,5,0.5,24,0,0.13,0.06,0.06,0.011,0,0,0,0,0.11,0,0,0,0,0,0,0,,,,,,
179,43.03405556,101.8507833,Corn Creek I,NA,2000,L,NA,,,,,,,,,,,,,,,,101,,296,12,0.5,42,0.08,0.25,0.63,0.71,0.012,0,0,0,0,9.15,0.013,0.3,0,0,0,0,0.032,,,,,,
772,43.03405556,101.8507833,Corn Creek I,NA,2007,H,NA,5/24/07,10:11am,NA,1.2,3,11.6,52.862,8.21,440,5.17,3.3,nd,170,55,7.7,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,nd,nd,
803,43.03405556,101.8507833,Corn Creek I,NA,2008,H,NA,6/17/08,1:05pm,NA,NA,NA,11.2,52.142,8.31,860.9,17.67,8.5,nd,163,54,6,NA,NA,NA,NA,NA,NA,nd,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,150,nd,16,
804,43.03405556,101.8507833,Corn Creek I,NA,2008,H,NA,7/16/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nd,159,53,7,NA,NA,NA,NA,NA,NA,0.2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>2419.6,>2419.6,,nd,100,
805,43.03405556,101.8507833,Corn Creek I,NA,2008,H,NA,8/21/08,10:25am,NA,NA,NA,20.2,68.3,8.21,483.4,8.63,meter,nd,159,53,7,NA,NA,NA,NA,NA,NA,0.3,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,>2419.6,950,4,140,
806,43.03405556,101.8507833,Corn Creek I,NA,2008,H,NA,9/9/08,9:50am,NA,NA,NA,16.8,62.3,8.3,298.4,8.36,54.6,nd,154,50,7,NA,NA,NA,NA,NA,NA,0.1,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,>2419.6,740,nd,25,
807,43.03405556,101.8507833,Corn Creek I,NA,2008,L,NA,10/6/08,11:15am,NA,NA,NA,12.2,53.9,8.2,500.8,8.36,29.2,nd,171,56,8,NA,NA,NA,NA,NA,NA,nd,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,>2419.6,350,3,14,
1132,43.03405556,101.8507833,Corn Creek I,NA,2012,H,NA,5/30/12,7:44am,NA,NA,NA,16.2,61.2,8.98,510.5,9.32,NA,,170,57,7,NA,NA,NA,NA,NA,NA,nd,,,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687,>2419.6,200,<3,,
1133,43.03405556,101.8507833,Corn Creek I,NA,2012,H,NA,6/27/12,9:50am,NA,NA,NA,15.6,60,8.31,514.1,error,NA,,150,50,7,NA,NA,NA,NA,NA,NA,0.3,,,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120,>2419.6,600,5,,
1134,43.03405556,101.8507833,Corn Creek I,NA,2012,H,NA,7/25/12,11:02am,NA,NA,NA,22.3,72.1,7.8,305.6,5.43,38.1,,150,47,8,NA,NA,NA,NA,NA,NA,0.7,,,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>4839.2,>4839.2,11000,10,,
1300,43.03405556,101.8507833,Corn Creek I,dry,2012,H,NA,8/28/12,10:46am,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1206,43.03405556,101.8507833,Corn Creek I,NA,2013,H,NA,5/28/13,1:52pm,NA,NA,NA,18.3,65,8.35,402.6,8.54,24.2,nd,170,58,7,,,,,,,,,,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,140,
1207,43.03405556,101.8507833,Corn Creek I,NA,2013,H,NA,6/13/13,1:00pm,NA,NA,NA,18,64.4,8.54,509.6,error,8.5,nd,170,56,7,,,,,,,,,,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,29,
1208,43.03405556,101.8507833,Corn Creek I,NA,2013,H,NA,7/9/13,8:24am,NA,NA,NA,22.4,72.3,8.04,402.1,NA,NA,nd,170,56,8,,,,,,,0.3,,,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,>2419.6,,<3,50,
1209,43.03405556,101.8507833,Corn Creek I,NA,2013,H,NA,8/11/13,11:35am,NA,NA,NA,22.8,73.1,7.94,439.8,7.22,NA,nd,160,51,7,,,,,,,0.3,,,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2420,>2419.6,,<4,41,
1210,43.03405556,101.8507833,Corn Creek I,NA,2013,L,NA,9/24/13,10:23am,NA,NA,NA,15,59,7.16,416.1,9.01,NA,nd,160,51,8,,,,,,,nd,,,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860,11200,,<3,52,
673,43.04164722,102.3002333,Wounded Knee I,NA,1993,H,NA,6/9/93,9:20am,2'/---,2,,13.5,56.3,8.09,261,,,,,,,13,,175,2,0.34,4,0.26,0,0.231,0.255,0,0.128,0,0,0,0.26,0,0.11,0.001,0,0,0,0.06,,,,,,
674,43.04164722,102.3002333,Wounded Knee I,NA,1993,L,NA,11/30/93,NA,1.2'/9',1.2,9,1,33.8,8.39,171,1.77,1.76,,,,,10,,154,1,0.28,5,0.14,0,0.082,0.104,0,0.11,0,0,0,0.08,0,0.04,0,0,0.002,0.09,0.06,,,,,,
675,43.04164722,102.3002333,Wounded Knee I,NA,1994,H,NA,5/28/94,1:30pm,"1'1""/8'",1.1,8,19.9,67.82,8.46,302,10.05,0.26,,,,,13,,164,12,0.34,4,0.13,0,0.15,0.194,0,0.11,0,,0,2.3,0,0.13,0,,,,0.48,,,,,,
676,43.04164722,102.3002333,Wounded Knee I,NA,1994,L,NA,NA,NA,,,,,,,,,,,,,,8,,112,19,0.25,5,0.3,0,0.257,0.29,0,0.11,0.008,,0,0.49,0,0.21,0.001,,,,0.06,,,,,,
677,43.04164722,102.3002333,Wounded Knee I,NA,1995,H,NA,5/23/95,NA,"1'6""/11'",1.5,11,8.9,48.02,8.49,37,9.24,0.8,,,,,13,,174,5,0.4,6,0.18,0.01,0.155,0.27,0,0.101,0,,0,0.17,0,0.09,0,,,,0.01,,,,,,
678,43.04164722,102.3002333,Wounded Knee I,NA,1995,H,NA,7/26/95,1:30pm,9'/9.5',0.8,5,22.07,71.726,8.45,35.3,8.9,0.52,,,,,10,,143,4,0.32,7,0.38,0,0.185,0.193,0,0.12,0,,0,0.23,0,0.07,0.0003,,,,0.05,,,,,,
679,43.04164722,102.3002333,Wounded Knee I,NA,1996,H,NA,5/20/96,9:35am,"10""/11'",0.8,11,13.95,57.11,9.7,364,6.8,4.1,,,,,12,,164,1,0.04,0,0,0,0.19,0.19,0.005,0.15,0,,0,0.2,0,0.06,0,,,,0.017,,,,,,
680,43.04164722,102.3002333,Wounded Knee I,NA,1996,H,NA,9/10/96,10:01am,"6'8""/10'",0.6,10,15,59,9.94,301,1.45,3.6,,,,,9,,130,2,0.2,7,0.6,0,0.18,0.19,0,0.125,0,,0.01,0.11,0,0.04,0.0003,,,,0.01,,,,,,
681,43.04164722,102.3002333,Wounded Knee I,NA,1997,H,NA,6/5/97,9:53am,"1'3""/7'",1.3,7,16.98,62.564,7.91,406,3.02,2.3,,,,,22,,193,0,0.4,6,0.24,0.24,0.28,0.21,0.005,0.1,0,0,0,0.21,0,0.14,0,0,,0,0.02,,,,,,
682,43.04164722,102.3002333,Wounded Knee I,NA,1997,L,NA,9/25/97,11:39am,"1'6""/6'",1.5,6,12.01,53.618,8.52,342,3.91,0.52,,,,,20,,213,13,0.38,24,0.6,0,0.34,0.36,0,0.15,0,0,0,0.25,0,0.02,0,0,,0,0.02,,,,,,
685,43.04164722,102.3002333,Wounded Knee I,NA,1999,H,NA,6/22/99,3:04pm,"1'7""/7'",1.6,7,18.95,66.11,8.31,324,10.52,0.1,,,,,11,,158,0,0.62,10,0,0.15,0.45,0.44,0,0.11,0,0,0,0.19,0,0.04,0,0,0,0,0,,,,,,
687,43.04164722,102.3002333,Wounded Knee I,NA,2000,H,NA,NA,NA,,,,,,,,,,,,,,12,,166,0,0.4,8,0.57,0,0.16,0.16,0,0,0,0,0,0.21,0,0.11,0,0,0,0,0.006,,,,,,
688,43.04164722,102.3002333,Wounded Knee I,NA,2000,L,NA,NA,NA,,,,,,,,,,,,,,18,,186,0,0.4,7,0,0.24,0.22,0.22,0.006,0.1,0,0,0,0.5,0,0.06,0,0,0,0,0,,,,,,
689,43.04164722,102.3002333,Wounded Knee I,NA,2004,H,NA,NA,NA,,,,,,,,,,,,,,,,160,,,,,,0.19,0.22,0,0.13,0,,0,0,nd,0,nd,0,0,0,0,,,,,,
768,43.04164722,102.3002333,Wounded Knee I,NA,2006,H,NA,11/8/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nd,160,56,4,17,NA,NA,NA,NA,NA,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,nd,13,
853,43.04164722,102.3002333,Wounded Knee I,NA,2008,H,NA,7/21/08,NA,NA,NA,NA,NA,NA,NA,NA ,NS,NA,nd,116,40,4,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629,>2419.6,NA,nd,nd,
854,43.04164722,102.3002333,Wounded Knee I,NA,2008,H,NA,8/13/08,9:36am,NA,NA,NA,13.9,57,8.05,332.7,9.45,meter,nd,134,47,4,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,>2419.6,160,nd,9,
855,43.04164722,102.3002333,Wounded Knee I,NA,2008,H,NA,9/10/08,9:20am,NA,NA,NA,4.6,40.3,8.16,385,15.46,55.6,nd,122,42,4,NA,NA,NA,NA,NA,NA,0.4,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,>2419.6,94,nd,nd,
856,43.04164722,102.3002333,Wounded Knee I,NA,2008,L,NA,10/23/08,11:15am,NA,NA,NA,8.2,46.8,7.84,307.3,7.61,38.5,nd,132,46,4,NA,NA,NA,NA,NA,NA,0.4,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,,20,nd,nd,
973,43.04164722,102.3002333,Wounded Knee I,NA,2003,L,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,120,1.4,0.44,5.2,0.43,,0.2,0.23,,0.1,,0.002,,0.1,,0.03,,,,,,,,,,13,
974,43.04164722,102.3002333,Wounded Knee I,NA,2005,L,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,150,2.1,0.47,6,0.57,,0.15,0.19,,0.11,,,,0.67,,0.12,,,,,,,,,,8,
1075,43.04164722,102.3002333,Wounded Knee I,NA,2011,,NA,5/25/11,10:30am,NA,NA,NA,11.8,53.2,8.75,383.1,8.26,NA,NA,150,50,7,13,8,,4,,6,0.4,,0.21,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,>2419.6,,<3,28,
1076,43.04164722,102.3002333,Wounded Knee I,NA,2011,,NA,6/28/11,9:20am,NA,NA,NA,14.6,58.2,8.45,390.6,8.18,NA,NA,140,47,5,10,9,,5,,7,0.5,,0.18,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727,>2419.6,,<3,40,
1077,43.04164722,102.3002333,Wounded Knee I,NA,2011,,NA,7/28/11,10:00am,NA,NA,NA,13.8,56.8,8.24,420.2,,NA,NA,140,48,6,14,8,,4,,6,0.4,,0.24,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,>2419.6,,<3,110,
1078,43.04164722,102.3002333,Wounded Knee I,NA,2011,,NA,8/18/11,9:25am,NA,NA,NA,16,60.8,8.2,378.5,11,NA,NA,130,42,5,9,7,,3,,3,0.6,,0.31,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>2419.6,>2419.6,,<3,97,
1079,43.04164722,102.3002333,Wounded Knee I,NA,2011,,NA,9/8/11,9:10am,NA,NA,NA,13.1,55.5,8.49,557.3,5.79,NA,NA,120,40,4,9,6,,3,,5,0.6,,0.26,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,1990,,<3,95,
1080,43.04164722,102.3002333,Wounded Knee I,NA,2011,,NA,10/18/11,9.43am,NA,NA,NA,5.7,42.2,8.81,396,10.93,NA,NA,110,38,4,8,6,,4,,7,0.7,,0.2,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,816,>2419.6,,<3,59,
139,43.05652778,102.9022361,Cheyenne River I,NA,1993,H,NA,,,,,,,,,,,,,,,,186,,140,92,0.49,768,0,0,0.034,0.163,0.013,0.142,0.0005,0.01,0.011,4.99,0.005,0.15,0.0005,0.007,0.003,0.0029,0.04,,,,,,
140,43.05652778,102.9022361,Cheyenne River I,NA,1993,L,NA,12/10/93,10:10am,3'/40',3,40,2.2,35.96,8.49,,10.13,69,,,,,203,,180,121,0.51,1130,3.22,0.43,0.014,0.068,0,0.07,0,0.009,0,2.22,0,0.09,0,0.006,0.002,0.0038,0.06,,,,,,
142,43.05652778,102.9022361,Cheyenne River I,NA,1994,H,NA,7/19/94,10:00am,"1'6""/65'",1.8,65,20.8,69.44,8.35,173,7.29,53.6,,,,,246,,149,152,0.47,1110,0.15,0,0,0.065,0.005,0,0.009,,0.006,0.49,0,0.11,0.0003,,,,0.03,,,,,,
143,43.05652778,102.9022361,Cheyenne River I,NA,1995,H,NA,5/25/95,2:44pm,"2'6""/45'",2.5,45,15.1,59.18,8.7,530,7.73,,,,,,106,,146,60,0.44,610,0.22,0,0.025,0.17,0.052,0.83,0.016,,0.014,19.8,0.006,0.35,0.0008,,,,0.09,,,,,,
144,43.05652778,102.9022361,Cheyenne River I,NA,1995,L,NA,9/28/95,1:44pm,"1'6""/75'",1.5,75,16.82,62.276,8.15,7.72,1,31.8,,,,,214,,180,136,0.48,1120,0.95,0.01,0,0.015,0,0.05,0,,0,0.65,0,0.04,0.0019,,,,0.03,,,,,,
145,43.05652778,102.9022361,Cheyenne River I,NA,1996,H,NA,5/15/96,12:19pm,"2'1""/75'1""",2.1,75,20.48,68.864,9.35,2.54,8,95.5,,,,,216,,170,130,0.6,990,0.4,0,0.01,0.32,0,0.168,0.01,,0.024,6.4,0.003,0.28,0.0018,,,,0.06,,,,,,
146,43.05652778,102.9022361,Cheyenne River I,NA,1996,L,NA,9/30/96,12:48pm,"1'9""/70'",1.8,70,15.74,60.332,9.29,2.84,2.91,18.7,,,,,247,,186,140,0.4,1100,1.2,0,0,0.02,0,0.052,0,,0.005,0.66,0,0.05,0.0003,,,,0.049,,,,,,
147,43.05652778,102.9022361,Cheyenne River I,NA,1997,H,date = e,7/16/97,,,,,NA,NA,,,,,,,,,250,,0,113,0.6,987,0.19,0.19,0.02,0.02,0,0,0,0,0,0.7,0,0.07,0.0003,0,,0,0,,,,,,
148,43.05652778,102.9022361,Cheyenne River I,NA,1997,L,NA,10/15/97,1:30pm,"18""/--",1.5,,13.37,56.066,9.02,2.6,7.61,199,,,,,250,,208,113,0.44,"1,050",1.31,1.31,0.01,0,0,0.04,0,0,0,0.42,0.003,0.04,0,0,,0,0,,,,,,
149,43.05652778,102.9022361,Cheyenne River I,NA,1998,H,NA,,,,,,,,,,,,,,,,230,,220,110,0.46,"1,100",0.26,0.26,1.1,1.3,0.006,0.4,0.04,0,0.04,39,0.037,0.67,0,0,0,0,0.13,,,,,,
151,43.05652778,102.9022361,Cheyenne River I,NA,1999,H,NA,8/17/99,12:22pm,"16""/64'",1.3,64,22.74,72.932,7.9,2.01,9.55,21.3,,,,,166,,178,85,0.4,945,0,0.4,0.09,0.09,0,0.06,0,0.0006,0,0.88,0,0.06,0,0,0.006,0,0,,,,,,
152,43.05652778,102.9022361,Cheyenne River I,NA,1999,L,NA,,,,,,,,,,,,,,,,187,,224,119,0.5,1180,0,2.42,0.03,0.03,0,0,0,0,0,0.51,0,0.08,0,0,0,0,0,,,,,,
153,43.05652778,102.9022361,Cheyenne River I,NA,2000,H,NA,,,,,,,,,,,,,,,,210,,188,96,0.4,1090,0,0.21,0.07,0.09,0,0,0,0,0,1.62,0,0.08,0,0,0,0,0.01,,,,,,
154,43.05652778,102.9022361,Cheyenne River I,NA,2000,L,NA,,,,,,,,,,,,,,,,263,,184,89,0.4,1040,1.31,0,0.02,0.04,0,0,0,0,0,0.78,0,0.08,0,0,0,0,0.005,,,,,,
889,43.05652778,102.9022361,Cheyenne River I,NA,2009,H,NA,5/19/09,10:50am,NA,NA,NA,18.8,65.8,8.03,269,9.63,error,nd,1000,266,82,,,,,,,nd,,,0.07,,,,,,,,,,,,,,43,914,90,nd,160,
890,43.05652778,102.9022361,Cheyenne River I,NA,2009,H,NA,6/8/09,11:20am,NA,NA,NA,19.4,67,8.01,363.4,9.54,56,nd,1100,287,88,,,,,,,0.2,,,0.05,,,,,,,,,,,,,,92,>2419.6,92,nd,110,
891,43.05652778,102.9022361,Cheyenne River I,NA,2009,H,NA,7/15/09,11:10am,NA,NA,NA,18.7,65.7,8.03,537.6,9.34,127,nd,1000,267,81,,,,,,,nd,,,0.19,,,,,,,,,,,,,,299,>2419.6,550,2,350,
892,43.05652778,102.9022361,Cheyenne River I,NA,2009,H,NA,8/13/09,11:00am,NA,NA,NA,17.6,63.7,8.06,276.6,6.62,27.8,nd,1100,294,87,,,,,,,nd,,,0.03,,,,,,,,,,,,,,135,>2419.6,360,nd,77,
893,43.05652778,102.9022361,Cheyenne River I,NA,2009,H,NA,9/23/09,1:04pm,NA,NA,NA,14.6,58.2,8.1,274.2,8.05,11,nd,1100,285,98,,,,,,,0.1,,,0.03,,,,,,,,,,,,,,68,961,70,nd,47,
1269,43.05652778,102.9022361,Cheyenne River I,NA,2011,,NA,5/11/11,12:45pm,NA,NA,NA,11.7,53,8.24,605.6,NA,NA,NA,1100,302,83,226,15,,142,,1080,0.8,,0.05,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,613,,<3,,
1270,43.05652778,102.9022361,Cheyenne River I,NA,2011,,NA,6/28/11,11:40am,NA,NA,NA,14.3,57.7,8.52,605.2,NA,NA,NA,1000,276,83,241,15,,140,,1050,0.6,,0.05,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,2420,,<3,,
1271,43.05652778,102.9022361,Cheyenne River I,NA,2011,,NA,7/27/11,1:26pm,NA,NA,NA,18.4,65.2,8.24,580.7,NA,NA,NA,900,238,75,223,14,,102,,920,0.05,,0.05,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,>2419.6,,<3,,
